source_url,title,year,source,dedicated_to,short_description,life_focus,focus_basis,life_signal,form_family,genre
https://hoerspiele.dra.de/detailansicht/1442958,Ein weiter Weg (Teil 5: Wetterleuchten),1969,DRA,Fritz Selbmann,This record adapts autobiographical material by or about Fritz Selbmann.,Political / historical figure; Ordinary / working life,Political / historical figure; Ordinary / working life,biography; autobiography,adaptation,Hörspielbearbeitung
https://hoerspiele.dra.de/detailansicht/1442959,Ein weiter Weg (Teil 6: Und wenn es tausend Jahre wären),1969,DRA,Fritz Selbmann,This record adapts autobiographical material by or about Fritz Selbmann.,Political / historical figure; Ordinary / working life,Political / historical figure; Ordinary / working life,biography; autobiography,adaptation,Hörspielbearbeitung
https://hoerspiele.dra.de/detailansicht/1442960,Ein weiter Weg (Teil 7: Die lange Nacht),1969,DRA,Fritz Selbmann,This record adapts autobiographical material by or about Fritz Selbmann.,Political / historical figure; Witness / victim / displaced life; Ordinary / working life,Political / historical figure; Witness / victim / displaced life; Ordinary / working life,biography; autobiography,adaptation,Hörspielbearbeitung
https://hoerspiele.dra.de/detailansicht/1442961,Ein weiter Weg (Teil 8: Ankunft in der Stunde Null),1969,DRA,Fritz Selbmann,This record adapts autobiographical material by or about Fritz Selbmann.,Political / historical figure; Ordinary / working life,Political / historical figure; Ordinary / working life,biography; autobiography,adaptation,Hörspielbearbeitung
https://hoerspiele.dra.de/detailansicht/1443138,Zwei Briefe an Pospischiel (Teil 2: Der zweite Brief),1972,DRA,Paul Pospischiel,"This record is based on letters or self-record material, but the named subject is not clear from the available metadata.",Ordinary / working life; Fictional / symbolic / place subject,Ordinary / working life; Fictional / symbolic / place subject,diary/letters,adaptation,Hörspielbearbeitung
https://hoerspiele.dra.de/detailansicht/1443137,Zwei Briefe an Pospischiel (Teil 1: Der erste Brief),1972,DRA,Paul Pospischiel,"This record is based on letters or self-record material, but the named subject is not clear from the available metadata.",Ordinary / working life; Fictional / symbolic / place subject,Ordinary / working life; Fictional / symbolic / place subject,diary/letters,adaptation,Hörspielbearbeitung
https://hoerspiele.dra.de/detailansicht/1443189,Biographie einer Landschaft,1973,DRA,Mecklenburg landscape,This record presents biographical material about Günter Wünsche.,Fictional / symbolic / place subject,Fictional / symbolic / place subject,biography,original radio play,Originalhörspiel
https://hoerspiele.dra.de/detailansicht/1443207,Erwachen in Mississippi,1973,DRA,Anne Moody,This record adapts autobiographical material by or about Anne Moody.,Ordinary / private person,Ordinary / private person,biography; autobiography,adaptation,"Hörspielbearbeitung, Monolog"
https://hoerspiele.dra.de/detailansicht/1443224,Briefe in die Ferne,1973,DRA,Karlheinz Zydoreck,"This record is based on letters, diaries, writings, or other self-records connected to Karlheinz Zydoreck.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,original radio play,"Originalhörspiel, Kurzhörspiel"
https://hoerspiele.dra.de/detailansicht/1443211,Die letzte Seite im Tagebuch,1973,DRA,Gisela Steineckert,"This record is based on letters, diaries, writings, or other self-records connected to Gisela Steineckert.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,original radio play,Originalhörspiel
https://hoerspiele.dra.de/detailansicht/1443355,Briefe an Anne,1975,DRA,Ulrike Schünemann,"This record is based on letters, diaries, writings, or other self-records connected to Ulrike Schünemann.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,original radio play,"Originalhörspiel, Kurzhörspiel"
https://hoerspiele.dra.de/detailansicht/1443344,Briefe aus New York,1974,DRA,Edith Anderson,"This record is based on letters, diaries, writings, or other self-records connected to Edith Anderson.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,original radio play,Originalhörspiel
https://hoerspiele.dra.de/detailansicht/1443399,Das Tagebuch der Eva Forest,1975,DRA,Eva Forest,"This record is based on letters, diaries, writings, or other self-records connected to Eva Forest.",Women's life; Author / literary figure; Political / historical figure; Witness / victim / displaced life,Women's life; Author / literary figure; Political / historical figure; Witness / victim / displaced life,diary/letters,adaptation,Hörspielbearbeitung
https://hoerspiele.dra.de/detailansicht/1443441,"Jürgen Gundlach, Produktionsdirektor der LPG Kotelow",1976,DRA,Günter Ebert,This record is a radio portrait of Günter Ebert. The metadata identifies the subject as a writer.,Ordinary / private person,Ordinary / private person,portrait,original radio play,"Originalhörspiel, Kurzhörspiel"
https://hoerspiele.dra.de/detailansicht/1443482,Erinnerungen an Rüdiger Kremer,2002,DRA,Peter Dahl,This record is a radio portrait of Peter Dahl. The metadata identifies the subject as a writer.,Ordinary / private person,Ordinary / private person,portrait; memory/testimony,portrait,Porträt
https://hoerspiele.dra.de/detailansicht/1443438,"Gertrud Westphal, Dreherin im VEB Büromaschinenwerk Sömmerda",1976,DRA,Klaus Hemberger,This record is a radio portrait of Klaus Hemberger.,Ordinary / private person,Ordinary / private person,portrait,original radio play,"Originalhörspiel, Kurzhörspiel"
https://hoerspiele.dra.de/detailansicht/1443439,"Willi Stachelhaus, Brigadier im VEB Kranbau Eberswalde",1976,DRA,Joachim Ret,This record is a radio portrait of Joachim Ret.,Ordinary / private person,Ordinary / private person,portrait,original radio play,"Originalhörspiel, Kurzhörspiel"
https://hoerspiele.dra.de/detailansicht/1443485,Der Fliegerpfeil,2002,DRA,Robert Musil,"This record is based on letters, diaries, writings, or other self-records connected to Robert Musil.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,adaptation,Hörspielbearbeitung
https://hoerspiele.dra.de/detailansicht/1443955,Ryôan-Ji oder Die Gärten der Leere / Just to rolywholyover,2002,DRA,Subject not identified,The source metadata is too sparse to identify the subject reliably; this record needs manual review.,Ordinary / private person,Ordinary / private person,memory/testimony,sound art,Ars acustica
https://hoerspiele.dra.de/detailansicht/1443954,Mushroom Talk,2002,DRA,Klaus Schöning,This record is a radio portrait of Klaus Schöning. The metadata identifies the subject as a artist.,Ordinary / private person,Ordinary / private person,portrait; memory/testimony,portrait,"Gespräch, Porträt"
https://hoerspiele.dra.de/detailansicht/1444158,Erinnerungen,1980,DRA,Subject not identified,The source metadata is too sparse to identify the subject reliably; this record needs manual review.,Ordinary / private person,Ordinary / private person,memory/testimony,other,Kurzhörspiel
https://hoerspiele.dra.de/detailansicht/1444026,Wie eine Staubwolke von Noten,1975,DRA,Ekkehard Sass,This record is a radio portrait of Ekkehard Sass. The metadata identifies the subject as a writer.,Ordinary / private person,Ordinary / private person,portrait,original radio play,Originalhörspiel
https://hoerspiele.dra.de/detailansicht/1444843,Das Handwerk des Lebens (1. Teil: 1935-1939),2003,DRA,Cesare Pavese,"This record is based on letters, diaries, writings, or other self-records connected to Cesare Pavese.",Ordinary / private person,Ordinary / private person,biography; diary/letters,adaptation,Hörspielbearbeitung
https://hoerspiele.dra.de/detailansicht/1444869,Blitzlichter (Langfassung),2002,DRA,Ilse Aichinger,This record adapts autobiographical material by or about Ilse Aichinger.,Ordinary / private person,Ordinary / private person,biography; autobiography,adaptation,Hörspielbearbeitung
https://hoerspiele.dra.de/detailansicht/1444844,Das Handwerk des Lebens (2. Teil: 1939-1950),2003,DRA,Cesare Pavese,"This record is based on letters, diaries, writings, or other self-records connected to Cesare Pavese.",Ordinary / private person,Ordinary / private person,biography; diary/letters,adaptation,Hörspielbearbeitung
https://hoerspiele.dra.de/detailansicht/1445045,Blagomir Alexiev - Ein Porträt,2002,DRA,Blagomir Alexiev,This record is a radio portrait of Blagomir Alexiev. The metadata identifies the subject as a writer.,Ordinary / private person,Ordinary / private person,portrait,portrait,Porträt
https://hoerspiele.dra.de/detailansicht/1445261,Porträt einer verfilmten Landschaft,1977,DRA,Ramsau am Dachstein,This record is a radio portrait of Elfriede Jelinek. The metadata identifies the subject as a writer.,Fictional / symbolic / place subject,Fictional / symbolic / place subject,portrait,original radio play,Originalhörspiel
https://hoerspiele.dra.de/detailansicht/1445980,Verurteilt oder Christa Palms Briefe in den Knast,1976,DRA,Wolfgang Schiffer; Charles Dürr,"This record is based on letters, diaries, writings, or other self-records connected to Wolfgang Schiffer; Charles Dürr.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,feature / documentary,"Originalhörspiel, Dokumentarhörspiel"
https://hoerspiele.dra.de/detailansicht/1446234,Exakte Vision. Helen Hessels Jules und Jim,2004,DRA,Helen Hessel,"This record is based on letters, diaries, writings, or other self-records connected to Helen Hessel.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,adaptation,Hörspielbearbeitung
https://hoerspiele.dra.de/detailansicht/1446549,Le Rêveur Au Sourire Passager,2003,DRA,Marietta Morawska-Büngeler,This record is a radio portrait of Marietta Morawska-Büngeler. The metadata identifies the subject as a composer.,Ordinary / private person,Ordinary / private person,portrait,sound art,Ars acustica
https://hoerspiele.dra.de/detailansicht/1446756,Schlußball (1. Teil: Erinnerungen aus Neu-Spuhl),1960,DRA,Subject not identified,The source metadata is too sparse to identify the subject reliably; this record needs manual review.,Ordinary / private person,Ordinary / private person,memory/testimony,adaptation,Hörspielbearbeitung
https://hoerspiele.dra.de/detailansicht/1446878,48 PS. Zur Biographie der Autos,1976,DRA,Peter Faecke; Rainer Ostendorf,This record presents biographical material about Peter Faecke; Rainer Ostendorf.,Documentary / self-record subject,Documentary / self-record subject,biography,other,Hörspiel
https://hoerspiele.dra.de/detailansicht/1446910,The Retreat Diaries - Tagebuch eines Rückzugs,2003,DRA,William S. Burroughs,"This record is based on letters, diaries, writings, or other self-records connected to William S. Burroughs.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,adaptation,Hörspielbearbeitung
https://hoerspiele.dra.de/detailansicht/1446943,Fanny,2003,DRA,Fanny,This record is a radio portrait of Fanny.,Ordinary / private person,Ordinary / private person,portrait,adaptation,"Hörspielbearbeitung, Mundarthörspiel"
https://hoerspiele.dra.de/detailansicht/1446946,"Im Zug der Zeit oder Wo geht's lang, Genosse Stalin? (2. Teil: Von Moskau in den Krieg)",2003,DRA,Georgi Dimitroff,"This record is based on letters, diaries, writings, or other self-records connected to Georgi Dimitroff.",Political / historical figure,Political / historical figure,diary/letters,adaptation,Hörspielbearbeitung
https://hoerspiele.dra.de/detailansicht/1447208,Außer Briefe schreiben kann man hier nichts,1978,DRA,Peter Goedel; Herbert Hoven,"This record is based on letters, diaries, writings, or other self-records connected to Peter Goedel; Herbert Hoven. The metadata identifies the subject as a singer or musician.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,original radio play,Originalhörspiel
https://hoerspiele.dra.de/detailansicht/1447246,Trem Pàssaro,2003,DRA,Trem Pàssaro,This record is a radio portrait of Trem Pàssaro. The metadata identifies the subject as a composer.,Ordinary / private person,Ordinary / private person,portrait,portrait,Porträt
https://hoerspiele.dra.de/detailansicht/1447238,Das einzig Sichere ist das Wagnis,2003,DRA,Sylvia Rauer,This record presents biographical material about Sylvia Rauer.,Ordinary / private person,Ordinary / private person,portrait; biography,portrait,Porträt
https://hoerspiele.dra.de/detailansicht/1447271,Reden in der Dämmerung,1985,DRA,Subject not identified,The source metadata is too sparse to identify the subject reliably; this record needs manual review.,Ordinary / private person,Ordinary / private person,memory/testimony,original radio play,Originalhörspiel
https://hoerspiele.dra.de/detailansicht/1447446,"Hilde Duwe, Arbeiterin im VEB Alwo in Brandenburg",1976,DRA,Peter Goslicki,This record is a radio portrait of Peter Goslicki.,Collective / community,Collective / community,portrait,original radio play,"Originalhörspiel, Kurzhörspiel"
https://hoerspiele.dra.de/detailansicht/1447582,Der Vortrag,1978,DRA,Jana Kursawe,"This record is based on letters, diaries, writings, or other self-records connected to Jana Kursawe.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,original radio play,"Originalhörspiel, Kurzhörspiel"
https://hoerspiele.dra.de/detailansicht/1447448,"Irene Richter, Schichtmeister im VEB Kunstseidenwerk ""Siegfried Rädel"" in Pirna",1976,DRA,Peter Biele; Elifius Paffrath,This record is a radio portrait of Peter Biele; Elifius Paffrath.,Artist / visual artist,Artist / visual artist,portrait,original radio play,"Originalhörspiel, Kurzhörspiel"
https://hoerspiele.dra.de/detailansicht/1447447,"Siegfried Pilling, Meister im Fritz-Heckert-Werk in Karl-Marx-Stadt",1976,DRA,Siegfried Pfaff,This record is a radio portrait of Siegfried Pfaff.,Collective / community,Collective / community,portrait,original radio play,"Originalhörspiel, Kurzhörspiel"
https://hoerspiele.dra.de/detailansicht/1447450,Keine Irrfahrt für Odysseus oder Erinnerungen eines gewissen Kautz,1976,DRA,Subject not identified,The source metadata is too sparse to identify the subject reliably; this record needs manual review.,Ordinary / private person,Ordinary / private person,memory/testimony,original radio play,Originalhörspiel
https://hoerspiele.dra.de/detailansicht/1447451,"Lieselotte Kullmann, Textilarbeiterin im VEB Buntgarnwerke Leipzig-Markleeberg",1976,DRA,Ulrike Schünemann,This record is a radio portrait of Ulrike Schünemann.,Ordinary / private person,Ordinary / private person,portrait,original radio play,"Originalhörspiel, Kurzhörspiel"
https://hoerspiele.dra.de/detailansicht/1447662,Dero ergebenster Lessing,1979,DRA,Gotthold Ephraim Lessing,"Based on letters, writings, and documents from the final years of Gotthold Ephraim Lessing.",Author / literary figure,manual override,diary/letters,feature / documentary,Feature
https://hoerspiele.dra.de/detailansicht/1447613,Alles Humbug,1978,DRA,P. T. Barnum,This record adapts autobiographical material by or about P. T. Barnum.,Ordinary / private person,Ordinary / private person,biography; autobiography; life story,adaptation,Hörspielbearbeitung
https://hoerspiele.dra.de/detailansicht/1447948,Rudi ist tot,1983,DRA,Siegfried Hanusch; Birgit Kessler,This record is a radio portrait of Siegfried Hanusch; Birgit Kessler.,Ordinary / private person,Ordinary / private person,portrait; memory/testimony,feature / documentary,"Feature, Originaltonfeature"
https://hoerspiele.dra.de/detailansicht/1447707,Und morgen geht's weiter,1979,DRA,Siegfried Hanusch,This record is a radio portrait of Siegfried Hanusch.,Ordinary / private person,Ordinary / private person,portrait,feature / documentary,"Feature, Originaltonfeature"
https://hoerspiele.dra.de/detailansicht/1448012,"Damals, als ich heimkam",1984,DRA,Subject not identified,The source metadata is too sparse to identify the subject reliably; this record needs manual review.,Ordinary / private person,Ordinary / private person,memory/testimony,original radio play,Originalhörspiel
https://hoerspiele.dra.de/detailansicht/1448573,Der letzte Penny,1969,DRA,Manfred Bieler,The source metadata is too sparse to identify the subject reliably; this record needs manual review.,Author / literary figure,Author / literary figure,implicit,other,Hörspiel
https://hoerspiele.dra.de/detailansicht/1448675,"""Sehr verehrter Heinz Rühmann ...""",2002,DRA,Heinz Rühmann; N. N,"This record is based on letters, diaries, writings, or other self-records connected to Heinz Rühmann; N. N.",Documentary / self-record subject,Documentary / self-record subject,portrait; diary/letters,portrait,"Hörspielbearbeitung, Kurzhörspiel, Porträt"
https://hoerspiele.dra.de/detailansicht/1448805,Das türkische Rezept oder Leichenschmaus mit Erinnerungen (mit Musikwalzer),1978,DRA,Subject not identified,The source metadata is too sparse to identify the subject reliably; this record needs manual review.,Musician / composer,Musician / composer,memory/testimony,original radio play,Originalhörspiel
https://hoerspiele.dra.de/detailansicht/1448840,Tagebuch einer Anpassung,1975,DRA,Ernst Bruun-Olsen,"This record is based on letters, diaries, writings, or other self-records connected to Ernst Bruun-Olsen.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,original radio play,Originalhörspiel
https://hoerspiele.dra.de/detailansicht/1448839,Das Tagebuch des Benjamin Gniebel,1963,DRA,Gerhard Niezoldi,"This record is based on letters, diaries, writings, or other self-records connected to Gerhard Niezoldi. The metadata identifies the subject as a writer.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,other,Hörspiel
https://hoerspiele.dra.de/detailansicht/1448841,"Tagebuch einer Liebe oder Jetzt erzählen wir uns eine Geschichte, in der jetzt immerzu jetzt bleibt",1978,DRA,Alfred Behrens,"This record is based on letters, diaries, writings, or other self-records connected to Alfred Behrens.",Family / intimate life; Documentary / self-record subject,Family / intimate life | Documentary / self-record subject,diary/letters,other,Hörspiel
https://hoerspiele.dra.de/detailansicht/1449067,Die Erinnerungen von Ludolf Ursleu dem Jüngeren (1. Teil),1979,DRA,Ludolf Ursleu the Younger,The source metadata is too sparse to identify the subject reliably; this record needs manual review.,Fictional / symbolic / place subject,Fictional / symbolic / place subject,memory/testimony,adaptation,Hörspielbearbeitung
https://hoerspiele.dra.de/detailansicht/1449069,Die Erinnerungen von Ludolf Ursleu dem Jüngeren (2. Teil),1979,DRA,Ludolf Ursleu the Younger,The source metadata is too sparse to identify the subject reliably; this record needs manual review.,Fictional / symbolic / place subject,Fictional / symbolic / place subject,memory/testimony,adaptation,Hörspielbearbeitung
https://hoerspiele.dra.de/detailansicht/1449433,Sympathetic Streams,2003,DRA,Sympathetic Streams,This record is a radio portrait of Sympathetic Streams. The metadata identifies the subject as a composer.,Ordinary / private person,Ordinary / private person,portrait,sound art,Ars acustica
https://hoerspiele.dra.de/detailansicht/1449453,Die Mimen kommen,2003,DRA,Camille Schlosser,"This record is based on letters, diaries, writings, or other self-records connected to Camille Schlosser.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,original radio play,"Originalhörspiel, Kurzhörspiel"
https://hoerspiele.dra.de/detailansicht/1450550,Ediths Tagebuch,1990,DRA,Patricia Highsmith,"This record is based on letters, diaries, writings, or other self-records connected to Patricia Highsmith.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,adaptation,Hörspielbearbeitung
https://hoerspiele.dra.de/detailansicht/1450729,...und Respekt vor zu Erziehenden,1973,DRA,Günter-Klaus Kellas,"This record is based on letters, diaries, writings, or other self-records connected to Günter-Klaus Kellas.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,other,Gespräch
https://hoerspiele.dra.de/detailansicht/1462397,Zum 50. Geburtstag des rheinischen Hörspiels,1977,DRA,Rhenish radio play,The source metadata is too sparse to identify the subject reliably; this record needs manual review.,Fictional / symbolic / place subject,Fictional / symbolic / place subject,memory/testimony,other,Mundarthörspiel
https://hoerspiele.dra.de/detailansicht/1458120,Früher - das ist heute noch,1979,DRA,Subject not identified,The source metadata is too sparse to identify the subject reliably; this record needs manual review.,Ordinary / private person,Ordinary / private person,memory/testimony,feature / documentary,Originaltonhörspiel
https://hoerspiele.dra.de/detailansicht/1466628,Gerhard Rühm,1976,DRA,an unnamed robbery victim,This record is a radio portrait of Gerhard Rühm.,Witness / victim / displaced life; Ordinary / working life,Witness / victim / displaced life; Ordinary / working life,portrait,other,Hörspiel
https://hoerspiele.dra.de/detailansicht/1466033,Die Sinnlichkeit der Mikrokosmen,2004,DRA,Iris Drögekamp,"This record is based on letters, diaries, writings, or other self-records connected to Iris Drögekamp.",Documentary / self-record subject,Documentary / self-record subject,portrait; diary/letters,portrait,Porträt
https://hoerspiele.dra.de/detailansicht/1466641,Mauricio Kagel,1977,DRA,Mauricio Kagel,This record is a radio portrait of Mauricio Kagel. The metadata identifies the subject as a composer.,Ordinary / private person,Ordinary / private person,portrait,other,Hörspiel
https://hoerspiele.dra.de/detailansicht/1466804,"""Ich schreibe für mich und Fremde""",2004,DRA,Mira Alexandra Schnoor,This record is a radio portrait of Mira Alexandra Schnoor.,Ordinary / private person,Ordinary / private person,portrait,portrait,Porträt
https://hoerspiele.dra.de/detailansicht/1470878,Schürflizenz für ins Grab mitgenommene Geheimnisse,2004,DRA,Karl Corino,This record adapts autobiographical material by or about Karl Corino.,Ordinary / private person,Ordinary / private person,biography; autobiography,feature / documentary,Feature
https://hoerspiele.dra.de/detailansicht/1470897,Strahlungen,2004,DRA,Ernst Jünger,"This record is based on letters, diaries, writings, or other self-records connected to Ernst Jünger.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,adaptation,Hörspielbearbeitung
https://hoerspiele.dra.de/detailansicht/1472057,Dschaudars Abenteuer,1954,DRA,Anonymus,This record adapts autobiographical material by or about Anonymus.,Ordinary / private person,Ordinary / private person,biography; autobiography,adaptation,Hörspielbearbeitung
https://hoerspiele.dra.de/detailansicht/1475970,"Eine Bank und drei Stühle, eine Gestalt in Schwarz mit gelbem Hut und im Vordergrund eine schwarze Katze. Der Himmel blassgrün.",2004,DRA,Klangmanufaktur,"This record is based on letters, diaries, writings, or other self-records connected to Klangmanufaktur. The metadata identifies the subject as a artist.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,other,Lesung
https://hoerspiele.dra.de/detailansicht/1478889,"Pleiten, Pech und Pflaumbaum (1. Teil: Das Dübelübel)",2005,DRA,Subject not identified,The source metadata is too sparse to identify the subject reliably; this record needs manual review.,Unclear / needs review,Unclear / needs review,implicit,original radio play,Originalhörspiel
https://hoerspiele.dra.de/detailansicht/1478890,"Pleiten, Pech und Pflaumbaum (2. Teil: Der Wortschatzsucher)",2005,DRA,Subject not identified,The source metadata is too sparse to identify the subject reliably; this record needs manual review.,Unclear / needs review,Unclear / needs review,implicit,original radio play,Originalhörspiel
https://hoerspiele.dra.de/detailansicht/1478891,"Pleiten, Pech und Pflaumbaum (3. Teil: Der geheime Hund)",2005,DRA,Subject not identified,The source metadata is too sparse to identify the subject reliably; this record needs manual review.,Unclear / needs review,Unclear / needs review,implicit,original radio play,Originalhörspiel
https://hoerspiele.dra.de/detailansicht/1478893,"Pleiten, Pech und Pflaumbaum (5. Teil: Das chinesische Weihnachtsfest)",2005,DRA,Subject not identified,The source metadata is too sparse to identify the subject reliably; this record needs manual review.,Unclear / needs review,Unclear / needs review,implicit,original radio play,Originalhörspiel
https://hoerspiele.dra.de/detailansicht/1479014,"""Es geht nicht darum, sich kennenzulernen, sondern sein Leben zu ändern.""",2005,DRA,Walter van Rossum,This record is a radio portrait of Walter van Rossum. The metadata identifies the subject as a writer.,Ordinary / private person,Ordinary / private person,portrait,feature / documentary,"Feature, Porträt"
https://hoerspiele.dra.de/detailansicht/1479675,Tagebuch eines Landlebens oder Kein Mord in der Leiblstraße,1980,DRA,Sebastian Goy,"This record is based on letters, diaries, writings, or other self-records connected to Sebastian Goy. The metadata identifies the subject as a writer.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,other,Hörspiel
https://hoerspiele.dra.de/detailansicht/1479791,Chemie der Erinnerungen,1976,DRA,Prof. Dr. A. Hegewald,The source metadata is too sparse to identify the subject reliably; this record needs manual review.,Scholar / expert; Fictional / symbolic / place subject,Scholar / expert; Fictional / symbolic / place subject,memory/testimony,other,Science Fiction-Hörspiel
https://hoerspiele.dra.de/detailansicht/1480619,Bellas Briefe,2004,DRA,Klara and her doll Bella,"This record is based on letters, diaries, writings, or other self-records connected to Hans Zimmer.",Family / intimate life; Fictional / symbolic / place subject,Family / intimate life; Fictional / symbolic / place subject,diary/letters,original radio play,"Originalhörspiel, Kinderhörspiel"
https://hoerspiele.dra.de/detailansicht/1479751,Anonyme Briefe,1969,DRA,Louis C. Thomas,"This record is based on letters, diaries, writings, or other self-records connected to Louis C. Thomas.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,adaptation,"Hörspielbearbeitung, Kriminalhörspiel"
https://hoerspiele.dra.de/detailansicht/1480757,Böses Spielzeug. Meira Ashers Warnungen vor der Realität,2004,DRA,Hartwig Vens,This record is a radio portrait of Hartwig Vens. The metadata identifies the subject as a singer or musician.,Ordinary / private person,Ordinary / private person,portrait,sound art,Ars acustica
https://hoerspiele.dra.de/detailansicht/1503127,Briefe an Georges,2006,DRA,Elias Canetti; Canetti Veza,"This record is based on letters, diaries, writings, or other self-records connected to Elias Canetti; Canetti Veza.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,adaptation,Hörspielbearbeitung
https://hoerspiele.dra.de/detailansicht/1503154,Aus den Briefen von Paul Cézanne und Emile Bernard sowie aus den Briefen von Rainer Maria Rilke und Clara Westhoff,2006,DRA,Paul Cézanne; Emile Bernard; Rainer Maria Rilke; Clara Westhoff,"This record is based on letters, diaries, writings, or other self-records connected to Paul Cézanne; Emile Bernard; Rainer Maria Rilke; Clara Westhoff.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,other,Lesung
https://hoerspiele.dra.de/detailansicht/1481393,Rot ist mein Name (2. Teil: Das Porträt),2005,DRA,Orhan Pamuk,This record is a radio portrait of Orhan Pamuk.,Ordinary / private person,Ordinary / private person,portrait,adaptation,"Hörspielbearbeitung, Kriminalhörspiel"
https://hoerspiele.dra.de/detailansicht/1516597,Robert Schell - Porträt eines Arbeiters (2. Teil),1969,DRA,Robert Schell,This record is a radio portrait of Robert Schell.,Family / intimate life; Collective / community,Family / intimate life | Collective / community,portrait,adaptation,"Hörspielbearbeitung, Kinderhörspiel"
https://hoerspiele.dra.de/detailansicht/1503925,Ein Tagebuch wird verbrannt,1988,DRA,Maria Seidemann,"This record is based on letters, diaries, writings, or other self-records connected to Maria Seidemann.",Family / intimate life; Documentary / self-record subject,Family / intimate life | Documentary / self-record subject,diary/letters,original radio play,"Originalhörspiel, Kinderhörspiel"
https://hoerspiele.dra.de/detailansicht/1516598,Robert Schell - Porträt eines Arbeiters(3),1969,DRA,Robert Schell,This record is a radio portrait of Robert Schell.,Family / intimate life; Collective / community,Family / intimate life | Collective / community,portrait,adaptation,"Hörspielbearbeitung, Kinderhörspiel"
https://hoerspiele.dra.de/detailansicht/1516596,Robert Schell - Porträt eines Arbeiters (1. Teil),1969,DRA,Robert Schell,This record is a radio portrait of Robert Schell.,Family / intimate life; Collective / community,Family / intimate life | Collective / community,portrait,adaptation,"Hörspielbearbeitung, Kinderhörspiel"
https://hoerspiele.dra.de/detailansicht/1516600,Robert Schell - Porträt eines Arbeiters (4. Teil),1969,DRA,Robert Schell,This record is a radio portrait of Robert Schell.,Family / intimate life; Collective / community,Family / intimate life | Collective / community,portrait,adaptation,"Hörspielbearbeitung, Kinderhörspiel"
https://hoerspiele.dra.de/detailansicht/1516634,Tagebuchblätter aus Hanoi: Aus dem Tagebuch der stellvertretenden Oberkommandierenden der Befreiungsarmee Südvietnams - Gujen Ti Din - einer bekannten Heerführerin des vietnamesischen Volkes,1969,DRA,Nguyen Thin Dinh,"This record is based on letters, diaries, writings, or other self-records connected to Nguyen Thin Dinh.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,other,Lesung
https://hoerspiele.dra.de/detailansicht/1516870,Ohne Datum,2006,DRA,an unnamed man with terminal lung cancer,This record presents biographical material about Karl Günther Hufnagel.,Witness / victim / displaced life,Witness / victim / displaced life,biography,adaptation,"Hörspielbearbeitung, Monolog"
https://hoerspiele.dra.de/detailansicht/1516638,Robert Schell - Porträt eines Arbeiters (5. Teil),1969,DRA,Robert Schell,This record is a radio portrait of Robert Schell.,Family / intimate life; Collective / community,Family / intimate life | Collective / community,portrait,adaptation,"Hörspielbearbeitung, Kinderhörspiel"
https://hoerspiele.dra.de/detailansicht/1516635,"Tagebuchblätter aus Hanoi: Aus dem Tagebuch der jungen Lehrerin Pe Ha aus einem Rajong in Südvietnam, aufgeschrieben am 19. März 1961 - dem 11. Jahrestag der antiamerikanischen Demonstration in Saigon",1969,DRA,Giang Nam,"This record is based on letters, diaries, writings, or other self-records connected to Giang Nam.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,other,Lesung
https://hoerspiele.dra.de/detailansicht/1516639,Liebe Claudia,1969,DRA,Liebe Claudia,This record is a radio portrait of Liebe Claudia.,Family / intimate life,Family / intimate life,portrait,original radio play,"Originalhörspiel, Kinderhörspiel"
https://hoerspiele.dra.de/detailansicht/1516892,Heart Beat,2006,DRA,Carolyn Cassady,This record adapts autobiographical material by or about Carolyn Cassady.,Ordinary / private person,Ordinary / private person,biography; autobiography,adaptation,"Hörspielbearbeitung, Monolog"
https://hoerspiele.dra.de/detailansicht/1517120,Erinnerungen einer Sängerin am Klavier,2006,DRA,Jenny Lind,"This record is based on letters, diaries, writings, or other self-records connected to Jenny Lind. The metadata identifies the subject as a singer or musician.",Women's life; Musician / composer,Women's life | Musician / composer,diary/letters; memory/testimony,adaptation,Hörspielbearbeitung
