source_url,title,source,short_description,extraction_method,english_description
https://hoerspiele.dra.de/detailansicht/1431093,Ich bin so gierig nach Leben,DRA,"Ich bin jung, ich bin sinnlich, ich habe schreckliche Angst vor dem Altern. Warum soll ich denn nicht mein Leben genießen? In zehn oder zwanzig Jahren ist alles vorbei - wenn ich nicht sogar schon vorher sterbe, schrieb Brigitte Reimann mit 22 Jahren.",html:dra,"I am young, I am sensual, I am terribly afraid of aging. Why shouldn't I enjoy my life? In ten or twenty years everything will be over - if I don't die before then, wrote Brigitte Reimann at the age of 22."
https://hoerspiele.dra.de/detailansicht/1432481,Worpsweder Tagebuch,DRA,"Den verregneten Sommer 1978 verbrachte der Autor als Stipendiat im Atelierhaus in Worpswede. Es entstand ein Tagebuch, das Aufschluß gibt über die privaten und beruflichen Probleme eines Schriftstellers von heute, der zutreffender als ein ""Medien-Arbeiter"" zu bezeichnen wäre, erwies sich als ideale Grundlage für ein Hörspiel neuer Art.",html:dra,"The author spent the rainy summer of 1978 as a scholarship holder in the studio house in Worpswede. A diary was created that provides information about the private and professional problems of a writer today, who would be more accurately described as a ""media worker"", and proved to be the ideal basis for a new kind of radio work."
https://hoerspiele.dra.de/detailansicht/1433537,Tagebuch/Diario,DRA,"""Ich erinnere mich an Ottavia, die Spinnwebenstadt, an Chloe, wo sich die Menschen auf der Straße nicht kennen, an die Stadt Tamara, wo das Auge nichts sieht, außer Umrisse von Dingen, die andere Dinge bedeuten."" (aus: ""Tagebuch/Diario"").",html:dra,"""I remember Ottavia, the cobweb city, of Chloe, where people on the street don't know each other, of the city of Tamara, where the eye sees nothing but outlines of things that mean other things."" (from: ""Diary/Diario"")."
https://hoerspiele.dra.de/detailansicht/1433539,Edgar Varèse,DRA,"""Die Emanzipation der Akustischen Kunst im 20. Jahrhundert hat sich auf verschiedenen Wegen entwickelt - vor allem als Emanzipation der Geräusche und als Emanzipation von Stimme und klingender Sprache.",html:dra,"""The emancipation of acoustic art in the 20th century developed in various ways - above all as the emancipation of noise and as the emancipation of voice and sounding language."
https://hoerspiele.dra.de/detailansicht/1434071,Teresas Tagebuch,DRA,"Großpapa und Max stehen vor dem Thermometer. ""Was für eine Hitze"", stöhnt Großpapa, ""die typischen Hundstage."" ""Es ist sehr heiß, nicht gerade 337, aber immerhin 37 Grad, die typischen Hundstage eben"", schreibt Teresa in ihr Tagebuch.",html:dra,"Grandpa and Max are standing in front of the thermometer. ""What a heat,"" groans Grandpa, ""the typical dog days."" ""It's very hot, not exactly 337, but at least 37 degrees, the typical dog days,"" writes Teresa in her diary."
https://hoerspiele.dra.de/detailansicht/1434175,Peter Zwetkoff - Porträt des Komponisten als Hörspielmacher,DRA,"Am 15. April 1925 wurde Peter Zwetkoff als Sohn eines bulgarischen Vaters und einer österreichischen Mutter geboren und wuchs in Tirol auf. Die deutsche Besetzung Österreichs und der antifaschistische Widerstand dagegen waren die Erfahrungen, die Peter Zwetkoff geprägt haben und von der Mehrheit seiner Generation unterscheiden.",html:dra,"Peter Zwetkoff was born on April 15, 1925 to a Bulgarian father and an Austrian mother and grew up in Tyrol. The German occupation of Austria and the anti-fascist resistance to it were the experiences that shaped Peter Zwetkoff and distinguished him from the majority of his generation."
https://hoerspiele.dra.de/detailansicht/1435644,Eismitte,DRA,"Weitere Informationen Werner Hofmeister, Ulrich Müller und Siegfried Rössert leben und arbeiten als Musiker- und Komponistenteam unter dem Namen ""48 nord"" in München. Zwei wesentliche Charakteristika kennzeichnen die Musik von 48 nord.",html:dra,"Werner Hofmeister, Ulrich Müller and Siegfried Rössert live and work as a team of musicians and composers under the name ""48 nord"" in Munich. Two main characteristics characterize the music of 48 nord."
https://hoerspiele.dra.de/detailansicht/1436245,Blitzlichter (2. Teil: Souveränität der Lächerlichkeit),DRA,"Ilse Aichinger erzählt auf eine eigenwillige Art und Weise ihr Leben. In kurzen Texten, beschreibt sie Filme - und diese Feuilletons werden zur Autobiographie der begeisterten Kinobesucherin.",html:dra,Ilse Aichinger tells her life in an idiosyncratic way. She describes films in short texts - and these feature articles become the autobiography of the enthusiastic cinema-goer.
https://hoerspiele.dra.de/detailansicht/1436056,Auf der Suche nach dem Klanng - Atanasio Khyrsh und die Musik der Zukunft,DRA,In dieser internationalen Hörspielproduktion wird der ebenso erstaunlichen wie spannenden Biographie des bisher kaum bekannten zeitgenössischen Komponisten Atanasio Khyrsh nachgegangen.,html:dra,This international radio work production explores the astonishing and exciting biography of the previously little-known contemporary composer Atanasio Khyrsh.
https://hoerspiele.dra.de/detailansicht/1436678,Zur Zeit - live,DRA,"""Zur Zeit"" ist eine Suche, eine Reise, der Versuch einer zu hörenden Standortbestimmung. Dabei spielt autobiographisch-dokumentarisches Klangmaterial aus den letzten 12 Jahren eine große Rolle.",html:dra,"“At the moment” is a search, a journey, an attempt to determine one’s current position. Autobiographical-documentary sound material from the last 12 years plays a major role."
https://hoerspiele.dra.de/detailansicht/1436732,"""Leuchtkugeln aus Blut"" - Ein Thomas Harlan Porträt",DRA,"Sendung über Thomas Harlan, Autor der Trilogie ""Rosa - Die Akte Rosa Peham"" und ""Rosa - Die Reise nach Kulmhof 1 und 2""",html:dra,"Broadcast about Thomas Harlan, author of the trilogy ""Rosa - The Rosa Peham Files"" and ""Rosa - The Journey to Kulmhof 1 and 2""."
https://hoerspiele.dra.de/detailansicht/1436832,Koljas Briefe,DRA,"Eine alte Frau erzählt von einer frühen Liebe, für die es keinen Platz gab. Das Gegenüber, ein junger Rechtsanwalt, den sie sorgsam ausgewählt hat und für sein geduldiges Zuhören bezahlt, schweigt.",html:dra,"An old woman tells of an early love for which there was no place. The person opposite, a young lawyer whom she carefully selected and paid to listen patiently, remains silent."
https://hoerspiele.dra.de/detailansicht/1436805,Ich bin einsam wie...,DRA,"ich fürchte das warme Leben in mir zu erkälten an der eiskalten Geschichte des Tags..."" Friedrich Hölderlin. ""Diejenigen, welche ihre Natur von der Gemeinschaft fernhält...",html:dra,"I fear that the warm life within me will grow cold because of the ice-cold history of the day..."" Friedrich Hölderlin. ""Those whose nature keeps them away from the community..."
https://hoerspiele.dra.de/detailansicht/1437211,Blitzlichter (3. Teil: Augenblicke von Entschluss und Untergang),DRA,"Ilse Aichinger erzählt auf eine eigenwillige Art und Weise ihr Leben. In kurzen Texten, beschreibt sie Filme - und diese Feuilletons werden zur Autobiographie der begeisterten Kinobesucherin.",html:dra,Ilse Aichinger tells her life in an idiosyncratic way. She describes films in short texts - and these feature articles become the autobiography of the enthusiastic cinema-goer.
https://hoerspiele.dra.de/detailansicht/1437210,Blitzlichter (1. Teil: Film und Verhängnis),DRA,"Ilse Aichinger erzählt auf eine eigenwillige Art und Weise ihr Leben. In kurzen Texten, beschreibt sie Filme - und diese Feuilletons werden zur Autobiographie der begeisterten Kinobesucherin.",html:dra,Ilse Aichinger tells her life in an idiosyncratic way. She describes films in short texts - and these feature articles become the autobiography of the enthusiastic cinema-goer.
https://hoerspiele.dra.de/detailansicht/1437212,Blitzlichter (4. Teil: Entwurf einer Zukunft),DRA,"Ilse Aichinger erzählt auf eine eigenwillige Art und Weise ihr Leben. In kurzen Texten, beschreibt sie Filme - und diese Feuilletons werden zur Autobiographie der begeisterten Kinobesucherin.",html:dra,Ilse Aichinger tells her life in an idiosyncratic way. She describes films in short texts - and these feature articles become the autobiography of the enthusiastic cinema-goer.
https://hoerspiele.dra.de/detailansicht/1437213,Blitzlichter (5. Teil: Journal des Verschwindens),DRA,"Ilse Aichinger erzählt auf eine eigenwillige Art und Weise ihr Leben. In kurzen Texten, beschreibt sie Filme - und diese Feuilletons werden zur Autobiographie der begeisterten Kinobesucherin.",html:dra,Ilse Aichinger tells her life in an idiosyncratic way. She describes films in short texts - and these feature articles become the autobiography of the enthusiastic cinema-goer.
https://hoerspiele.dra.de/detailansicht/1437296,"Melville, der Rätselhafte",DRA,"Herman Melville, geboren 1819 in New York, begann 1841 als einfacher Matrose auf Walfangschiffen. Es folgten: Desertion, Aufenthalt bei einem von der Zivilisation völlig unberührten polynesischen Eingeborenenstamm, Meuterei an Bord eines Walfängers, Flucht aus einem Gefängnis in Tahiti, Dienst auf einem amerikanischen Kriegsschiff.",html:dra,"Herman Melville, born in New York in 1819, started out as a simple sailor on whaling ships in 1841. What followed: desertion, a stay with a Polynesian native tribe completely untouched by civilization, a mutiny on board a whaler, an escape from a prison in Tahiti, and service on an American warship."
https://hoerspiele.dra.de/detailansicht/1437268,The making of Roaratorio,DRA,"Ein irischer Circus über Finnegans Wake"", einem Schlüsselwerk der Akustischen Kunst, verband John Cage seine Erfahrungen mit Musik und Poesie, Lautdichtung und Naturlaut, Umweltklang und Tonbandmontage sowie seine Eingebundenheit in den Zen zu einer allumfassenden, klingenden Kosmogonie.",html:dra,"An Irish Circus about Finnegans Wake"", a key work of acoustic art, John Cage combined his experiences with music and poetry, sound poetry and natural sounds, environmental sound and tape montage as well as his involvement in Zen to create an all-encompassing, sounding cosmogony."
https://hoerspiele.dra.de/detailansicht/1437351,Tagebuch eines sentimentalen Killers,DRA,"""Der einzige Grund, jemanden zu töten, ist ein Scheck über eine siebenstellige Summe. Steuerfrei."" - das sagt der Killer und er ist ein Profi.",html:dra,"""The only reason to kill someone is to get a seven-figure check. Tax-free."" - that's what the killer says and he's a professional."
https://hoerspiele.dra.de/detailansicht/1437384,Nie wieder! (3. Teil: Briefe an Barbara),DRA,"Ein Vater schreibt Briefe an seine Tochter. Er ist Soldat im Zweiten Weltkrieg, weit weg. Er dient an der Ostfront, in der Ukraine. Barbara, an die sich die Briefe richten, lebt mit der Mutter in Amsterdam.",html:dra,"A father writes letters to his daughter. He is a soldier in World War II, far away. He served on the Eastern Front, in Ukraine. Barbara, to whom the letters are addressed, lives with her mother in Amsterdam."
https://hoerspiele.dra.de/detailansicht/1438374,Memorial,DRA,"Memorial heißt zur Erinnerung, heißt Mahnmal. Ein Erlebnisbericht von Günther Weisenborn über die Würdigung des antifaschistischen Widerstandes gegen Hitler.",html:dra,"Memorial means to remember, means memorial. A report from Günther Weisenborn about the appreciation of the anti-fascist resistance against Hitler."
https://hoerspiele.dra.de/detailansicht/1440546,Ein Jahr mit Thomas Bernhard (2. Teil: Wegen 2 Minuten kann nicht gespielt werden),DRA,"""Man glaubt kaum, was man 600 Seiten lang liest. Tagebuch, Protokoll, Reporterprosa, die sich läutert zu Heldenehrung, sich im nächsten Satz verdunkelt zur Autorenbeschimpfung, Liebeserklärung und Kampfansage.",html:dra,"""You can hardly believe what you read for 600 pages. Diary, minutes, reporter's prose, which purifies itself into honoring heroes, and in the next sentence darkens into insulting authors, declarations of love and declaration of war."
https://hoerspiele.dra.de/detailansicht/1441137,"Zur Zeit - live, revisited",DRA,"""'Zur Zeit' ist eine Suche, eine Reise, der Versuch einer zu hörenden Standortbestimmung. Dabei spielt autobiographisch-dokumentatorisches Klangmaterial aus den letzten 12 Jahren eine große Rolle.",html:dra,"""'At the moment' is a search, a journey, an attempt to determine one's position through hearing. Autobiographical-documentary sound material from the last 12 years plays a major role."
https://hoerspiele.dra.de/detailansicht/1441250,Heim-Suchungen,DRA,"Die Finanzämter können bestätigen, dass die schwache Minderheit der freien Autoren ausgebeutet wird; denn ihre durchschnittliche Einkommensgröße rangiert auf einer Stufe mit den Hilfsarbeitern, ihre soziale Sicherheit weit darunter.",html:dra,"The tax authorities can confirm that the weak minority of freelance authors is being exploited; because their average income is on a par with unskilled workers, and their social security is far lower."
https://hoerspiele.dra.de/detailansicht/1441212,Ein Porträt des plattdeutschen Autors Christian Holsten,DRA,Ein Porträt des plattdeutschen Autors Christian Holsten.,html:dra:row:title,A portrait of the Low German author Christian Holsten.
https://hoerspiele.dra.de/detailansicht/1441789,Fortsetzung einer Biographie,DRA,"Die Autorin erzählt von einem sechszehnjährigen Mädchen, das weder auf mütterliche Tränen noch auf Schlägedes Vaters reagiert. Es ist auf stille Weise einfach renitent, gibt unverbindliche Auskünfte an die hinzugezogene Fürsorgerin, scheint eigentlich ein ""liebes"" Mädchen zu sein.",html:dra,"The author tells of a sixteen-year-old girl who neither reacts to her mother's tears nor her father's beatings. She is simply stubborn in a quiet way, gives non-binding information to the carer who is called in, and actually seems to be a ""lovely"" girl."
https://hoerspiele.dra.de/detailansicht/1441334,Deiner fernen Wüste Trauer,DRA,"Kurz vor dem Ural bleibt eine Kutsche im Schneesturm stecken. Die Reisenden: die 21-jährige Fürstin Maria Wolkonskaja mit ihrer störrischen Kammerzofe. Im Gepäck hat Maria wenig mehr als die Erinnerungen an eine behütete Kindheit, Liebesgedichte von Alexander Puschkin und Melodien aus der Ukraine - vor ihr liegt die Strecke von 6500 Kilometern nach Sibirien.",html:dra,"Shortly before the Urals, a carriage gets stuck in a snowstorm. The travelers: 21-year-old Princess Maria Wolkonskaya with her stubborn maid. With her luggage, Maria has little more than memories of a sheltered childhood, love poems by Alexander Pushkin and melodies from Ukraine - the 6,500 kilometer journey to Siberia lies ahead of her."
https://hoerspiele.dra.de/detailansicht/1442954,Ein weiter Weg (Teil 1: Aller Anfang ist Maloche),DRA,"Werdegang eines jungen Arbeiters zu einem kommunistischen Politiker. Als der junge Arbeiter Robert Hesse gegen die Arbeitsbedingungen in einem Sägewerk in der Pfalz protestiert, wird er entlassen.",html:dra,"The career of a young worker into a communist politician. When the young worker Robert Hesse protests against the working conditions in a sawmill in the Palatinate, he is fired."
https://hoerspiele.dra.de/detailansicht/1442955,Ein weiter Weg (Teil 2: Heimfahrt ins gelobte Land),DRA,"Werdegang eines jungen Arbeiters zu einem kommunistischen Politiker. Robert Hesse, gewählt in den Soldatenrat seines Artillerieregiments, glaubt an die Möglichkeiten einer republikanischen Schutzwehr.",html:dra,"The career of a young worker into a communist politician. Robert Hesse, elected to the soldiers' council of his artillery regiment, believes in the possibilities of a republican defense force."
https://hoerspiele.dra.de/detailansicht/1442956,Ein weiter Weg (Teil 3: Das Jahr 1923),DRA,"Werdegang eines jungen Arbeiters zu einem kommunistischen Politiker. Robert Hesse, nun Mitglied einer kommunistischen Betriebszelle einer Kohlengrube und Organisationsleiter, nimmt an den revolutionären Kämpfen gegen Inflation und Ruhrbesetzung teil.",html:dra,"The career of a young worker into a communist politician. Robert Hesse, now a member of a communist operational cell in a coal mine and organizational leader, takes part in the revolutionary struggles against inflation and the occupation of the Ruhr."
https://hoerspiele.dra.de/detailansicht/1442957,Ein weiter Weg (Teil 4: Schlesisches Zwischenspiel),DRA,"Vorlage: Alternative - Bilanz - Credo (Autobiographie) Bearbeitung (Wort): Rolf Gumlich Komposition: Bernd Wefelmeyer Dramaturgie: Ludwig Achtel Technische Realisierung: Hans-Jürgen Wollermann, Gunhild Baudach Regieassistenz: Hannelore Solter",html:dra,A radio work based on Alternative - Balance Sheet - Credo (autobiography) text adaptation: Rolf Gumlich.
https://hoerspiele.dra.de/detailansicht/1442958,Ein weiter Weg (Teil 5: Wetterleuchten),DRA,Werdegang eines jungen Arbeiters zu einem kommunistischen Politiker.,html:dra,The career of a young worker into a communist politician.
https://hoerspiele.dra.de/detailansicht/1442959,Ein weiter Weg (Teil 6: Und wenn es tausend Jahre wären),DRA,"Werdegang eines jungen Arbeiters zu einem kommunistischen Politiker. Die nationalsozialistische Justiz versucht ohne Erfolg, Robert Hesse zum Verrat an der KPD zu bewegen.",html:dra,The career of a young worker into a communist politician. The National Socialist justice system tried unsuccessfully to persuade Robert Hesse to betray the KPD.
https://hoerspiele.dra.de/detailansicht/1442960,Ein weiter Weg (Teil 7: Die lange Nacht),DRA,"Werdegang eines jungen Arbeiters zu einem kommunistischen Politiker. Robert Hesse geht durch das Martyrium der nationalsozialistischen Konzentrationslager, arbeitet in der kommunistischen Lagerleitung und wird schließlich in die Steinbrüche nach Flossenburg abgeschoben, wo er liquidiert werden soll.",html:dra,"The career of a young worker into a communist politician. Robert Hesse goes through the ordeal of the National Socialist concentration camps, works in the communist camp management and is finally deported to the quarries in Flossenburg, where he is to be liquidated."
https://hoerspiele.dra.de/detailansicht/1442961,Ein weiter Weg (Teil 8: Ankunft in der Stunde Null),DRA,"Werdegang eines jungen Arbeiters zu einem kommunistischen Politiker. Robert Hesse kehrt im Frühjahr 1945 nach Leipzig zurück, widmet sich der Organisation und Zusammenfassung der antifaschistischen Kräfte, wird aber wegen dieser Tätigkeit von der amerikanischen Besatzungsmacht verfolgt.",html:dra,"The career of a young worker into a communist politician. Robert Hesse returned to Leipzig in the spring of 1945, dedicated himself to organizing and gathering the anti-fascist forces, but was persecuted by the American occupying forces because of this activity."
https://hoerspiele.dra.de/detailansicht/1443138,Zwei Briefe an Pospischiel (Teil 2: Der zweite Brief),DRA,"In die, wie es scheint, gesicherte Welt des Arbeiters Paul Pospischiel und seiner Familie und Kollegen dringt eine alarmierende Nachricht: Pospischiels Mutter teilt ihrem Sohn mit, daß sie jenen Mann entdeckt habe, der seinen Vater an die Nationalsozialisten verriet, und sie benennt auch einen Zeugen.",html:dra,"Alarming news penetrates the apparently secure world of the worker Paul Pospischiel and his family and colleagues: Pospischiel's mother tells her son that she has discovered the man who betrayed his father to the National Socialists, and she also names a witness."
https://hoerspiele.dra.de/detailansicht/1443137,Zwei Briefe an Pospischiel (Teil 1: Der erste Brief),DRA,"In die, wie es scheint, gesicherte Welt des Arbeiters Paul Pospischiel und seiner Familie und Kollegen dringt eine alarmierende Nachricht: Pospischiels Mutter teilt ihrem Sohn mit, daß sie jenen Mann entdeckt habe, der seinen Vater an die Nationalsozialisten verriet, und sie benennt auch einen Zeugen.",html:dra,"Alarming news penetrates the apparently secure world of the worker Paul Pospischiel and his family and colleagues: Pospischiel's mother tells her son that she has discovered the man who betrayed his father to the National Socialists, and she also names a witness."
https://hoerspiele.dra.de/detailansicht/1443189,Biographie einer Landschaft,DRA,"Zwei Oberschüler erhalten von der FDJ den Auftrag, Details eines 1933 in Mecklenburg verübten Fememordes zu erkunden. Dieser Auftrag soll zur weiteren Erhellung der örtlichen Geschichte der Arbeiterbewegung beitragen.",html:dra,Two high school students are commissioned by the FDJ to investigate details of a femicide committed in Mecklenburg in 1933. This commission is intended to contribute to further shedding light on the local history of the labor movement.
https://hoerspiele.dra.de/detailansicht/1443207,Erwachen in Mississippi,DRA,"Die junge Schwarze Anne Moody berichtet in einem Monolog über ihre Eltern, Familie, Schule, ihre Arbeit als Hausangestellte bei ""weißen Familien"", die Diskriminierung von Schwarzen in Mississippi, ihren Weg zur Bürgerrechtsbewegung sowie ihre Hoffnungen und Erfolge mit der schwarzen und weißen Bürgerrechtsbewegung.",html:dra,"The young black Anne Moody reports in a monologue about her parents, family, school, her work as a domestic servant for ""white families"", the discrimination against blacks in Mississippi, her path to the civil rights movement and her hopes and successes with the black and white civil rights movements."
https://hoerspiele.dra.de/detailansicht/1443224,Briefe in die Ferne,DRA,Das auf späteren Profit ausgerichtete Hilfsangebot eines westdeutschen Konzerndirektors und die aufrichtige Solidaritätsbekundung einer Arbeiterfamilie aus der DDR nach Vietnam in Briefen nach Kriegsende.,html:dra,The offer of help from a West German company director aimed at future profits and the sincere expression of solidarity from a working class family from the GDR to Vietnam in letters after the end of the war.
https://hoerspiele.dra.de/detailansicht/1443211,Die letzte Seite im Tagebuch,DRA,"Der Alltag einer 17jährigen Oberschülerin: Sie reibt sich an ihrer Umwelt - das ist für sie vor allem Elternhaus und Schule. Dazu kommt eine unglückliche Liebesgeschichte, ein Berufswunsch, der nicht sofort in Erfüllung geht, - alles normale, durchschnittliche Probleme.",html:dra,"The everyday life of a 17-year-old high school student: She chafes against her environment - for her, that is primarily her parents' home and school. Added to this is an unhappy love story, a career dream that doesn't come true immediately - all normal, average problems."
https://hoerspiele.dra.de/detailansicht/1443355,Briefe an Anne,DRA,"Ein Student aus der DDR beginnt sein fünfjähriges Studium in Charkow (Sowjetunion). In Briefen an seine Freundin in Leipzig werden seine ersten Begegnungen, Eindrücke, Erfahrungen mit der Sowjetunion lebendig.",html:dra,"A student from the GDR begins his five-year studies in Kharkov (Soviet Union). His first encounters, impressions and experiences with the Soviet Union come to life in letters to his girlfriend in Leipzig."
https://hoerspiele.dra.de/detailansicht/1443344,Briefe aus New York,DRA,Eine aus Deutschland in die USA eingewanderte 50jährige Frau sucht als Lektorin in New York Arbeit und eine eigene Wohnung. Sie erfährt die schwierigen Bedingungen auf dem Arbeitsmarkt und Wohnungsmarkt und die daraus resultierenden Auswirkungen auf die zwischenmenschlichen Beziehungen.,html:dra,A 50-year-old woman who immigrated to the USA from Germany is looking for work as an editor in New York and for her own apartment. She experiences the difficult conditions on the labor market and housing market and the resulting effects on interpersonal relationships.
https://hoerspiele.dra.de/detailansicht/1443399,Das Tagebuch der Eva Forest,DRA,"Das Hörspiel verwendet Originaltagebuchaufzeichnungen der in einem spanischen Gefängnis einsitzenden Antifaschistin Eva Forest, der Frau des spanischen Dramatikers Alfonso Sastre.",html:dra,"The radio work uses original diary recordings of the anti-fascist Eva Forest, the wife of the Spanish playwright Alfonso Sastre, who is incarcerated in a Spanish prison."
https://hoerspiele.dra.de/detailansicht/1443441,"Jürgen Gundlach, Produktionsdirektor der LPG Kotelow",DRA,"Jürgen Gundlach, Produktionsdirektor der LPG Kotelow, wird von einem Autor über seine Arbeit befragt. Der Autor und Mitarbeiter von Gundlach äußern sich über dessen fehlerlose und vorbildliche Arbeit.",html:dra,"Jürgen Gundlach, production director at LPG Kotelow, is interviewed by an author about his work. The author and Gundlach's colleagues comment on his flawless and exemplary work."
https://hoerspiele.dra.de/detailansicht/1443482,Erinnerungen an Rüdiger Kremer,DRA,"Weitere Informationen Peter Dahl, geboren 1942, studierte Germanistik und Soziologie. Er arbeitete als Journalist bei Nachrichtenagenturen, Zeitungen und Zeitschriften (""konkret"", ""pardon"").",html:dra,"Peter Dahl, born in 1942, studied German and sociology. He worked as a journalist for news agencies, newspapers and magazines (""konkret"", ""pardon"")."
https://hoerspiele.dra.de/detailansicht/1443438,"Gertrud Westphal, Dreherin im VEB Büromaschinenwerk Sömmerda",DRA,"Die Dreherin Gertrud Westphal aus dem VEB Büromaschinenwerk Sömmerda, ihr Brigadier und ihr Ehemann berichten über ihren vorbildlichen Arbeitseinsatz.",html:dra,"The lathe operator Gertrud Westphal from VEB Büromaschinenwerk Sömmerda, her brigadier and her husband report on their exemplary work."
https://hoerspiele.dra.de/detailansicht/1443439,"Willi Stachelhaus, Brigadier im VEB Kranbau Eberswalde",DRA,Der Brigadier Willi Stachelhaus im Kranbau Eberswalde berichtet über sein Engagement im Arbeitsalltag.,html:dra,Brigadier Willi Spikehaus in the Eberswalde crane construction company reports on his commitment in everyday work.
https://hoerspiele.dra.de/detailansicht/1443485,Der Fliegerpfeil,DRA,"In seinem Tagebuch aus dem ersten Weltkrieg notiert Robert Musil: ""Das Schrapnellstück oder der Fliegerpfeil auf Tenna: Man hört es schon lange. Ein windhaft pfeifendes oder windhaft rauschendes Geräusch.",html:dra,"In his diary from the First World War, Robert Musil notes: ""The piece of shrapnel or the pilot's arrow on Tenna: You have been hearing it for a long time. A wind-like whistling or wind-like rushing sound."
https://hoerspiele.dra.de/detailansicht/1443955,Ryôan-Ji oder Die Gärten der Leere / Just to rolywholyover,DRA,"""Ryôan-Ji oder Die Gärten der Leere"" ist eine Reflexion über die bildnerischen Arbeiten von John Cage. Sie stehen in einem rhizomatischen Beziehungsgeflecht zu seinen musikalischen, poetischen und vom Geist des Zen durchdrungenen Werken.",html:dra,"“Ryôan-Ji or The Gardens of the Void” is a reflection on the visual works of John Cage. They stand in a rhizomatic network of relationships to his musical, poetic works, which are permeated by the spirit of Zen."
https://hoerspiele.dra.de/detailansicht/1443954,Mushroom Talk,DRA,John Cage (5.9.1912-12.8.1992) zählt zu den vielseitigsten und wegweisenden Künstlerpersönlichkeiten des 20. Jahrhunderts.,html:dra,"John Cage (September 5, 1912 - August 12, 1992) is one of the most versatile and groundbreaking artistic personalities of the 20th century."
https://hoerspiele.dra.de/detailansicht/1444158,Erinnerungen,DRA,"Weitere Informationen Ein quicker Moderator begrüßt die Zuhörer einer Live-Diskussion. ""Das heutige Thema unserer Sendereihe 'Zeitgeschichte für Zeitgenossen' ist die Frage nach einer notwendig gewordenen Neurezeption der Geschichte von den Bremer Stadtmusikanten.",html:dra,"Learn more A quicker moderator welcomes listeners to a live discussion. ""Today's topic in our series 'Contemporary History for Contemporaries' is the question of a new reception of the history of the Bremen Town Musicians that has become necessary."
https://hoerspiele.dra.de/detailansicht/1444026,Wie eine Staubwolke von Noten,DRA,"""Der Versuch eines Autors, in die 'geschlossene Gesellschaft' eines Konzertorchesters Einlaß zu finden. Das Instrument Orchester wird in seine Bestandteile zerlegt. Hinter diesen Bestandteilen steht der einzelne Musiker, seine Arbeit mit einem bestimmten Instrument.",html:dra,"""An author's attempt to gain entry into the 'closed society' of a concert orchestra. The orchestra instrument is broken down into its components. Behind these components stands the individual musician, his work with a specific instrument."
https://hoerspiele.dra.de/detailansicht/1444843,Das Handwerk des Lebens (1. Teil: 1935-1939),DRA,"""Es ist die Geschichte eines Mannes, dem es äußerst schwer fiel zu leben, und seines Kampfes, einen Platz im Leben zu finden, oder sterben zu können, damit er genug zu leben und genug zu sagen habe."" Das literarische Tagebuch als eine Form der existenziellen Vergewisserung: Cesare Pavese hat von 1935, der Zeit seiner Verbannung im Faschismus, bis 1950 sein…",html:dra,"""It is the story of a man who found it extremely difficult to live and his struggle to find a place in life or die so that he would have enough to live and enough to say."" The literary diary as a form of existential reassurance: Cesare Pavese wrote his..."
https://hoerspiele.dra.de/detailansicht/1444869,Blitzlichter (Langfassung),DRA,"Ilse Aichinger erzählt auf eigenwillige Art und Weise ihr Leben. Knapp, existenziell - eine ganz andere Autobiographie, die sich im Wesentlichen über Kinobesuche definiert.",html:dra,"Ilse Aichinger tells her life in an idiosyncratic way. Brief, existential - a completely different autobiography that is essentially defined by going to the cinema."
https://hoerspiele.dra.de/detailansicht/1444844,Das Handwerk des Lebens (2. Teil: 1939-1950),DRA,"""Es ist die Geschichte eines Mannes, dem es äußerst schwer fiel zu leben, und seines Kampfes, einen Platz im Leben zu finden, oder sterben zu können, damit er genug zu leben und genug zu sagen habe."" Das literarische Tagebuch als eine Form der existenziellen Vergewisserung: Cesare Pavese hat von 1935, der Zeit seiner Verbannung im Faschismus, bis 1950 sein…",html:dra,"""It is the story of a man who found it extremely difficult to live and his struggle to find a place in life or die so that he would have enough to live and enough to say."" The literary diary as a form of existential reassurance: Cesare Pavese wrote his..."
https://hoerspiele.dra.de/detailansicht/1445045,Blagomir Alexiev - Ein Porträt,DRA,"Ein Porträt des Autors Blagomir Alexiev, der mit dem Karl-Sczuka-Förderpreis des SWR ausgezeichnet wurde. Blagomir Alexiev, geboren 1954 in Varna/Bulgarien, beendete seine Ausbildung 1973 in Sofia, arbeitete dort 1977 bis 1984 als Musiker und von 1984 bis 1997 als Toningenieur im Studio der Nationalen Theater- und Filmakademie.",html:dra,"A portrait of the author Blagomir Alexiev, who was awarded the SWR Karl Sczuka Prize. Blagomir Alexiev, born in 1954 in Varna/Bulgaria, completed his training in Sofia in 1973, worked there as a musician from 1977 to 1984 and as a sound engineer in the studio of the National Theater and Film Academy from 1984 to 1997."
https://hoerspiele.dra.de/detailansicht/1445261,Porträt einer verfilmten Landschaft,DRA,"Fremdenverkehrsort ihrer steirischen Heimat ""Ramsau am Dachstein"", Ihr Hörstück hat sie nachträglich aus jenem Material aufgebaut, das ""bis auf wenige Interviews und Statements dem Schnitt zum Opfer fiel"".",html:dra,"Tourist resort in her Styrian homeland ""Ramsau am Dachstein"", she subsequently built up her radio piece from the material that ""fell victim to the editing with the exception of a few interviews and statements""."
